model,cv,n_neighbors,accuracy,f1,roc_auc,n_bootstrap,shrinkage,solver,bandwidth,kernel
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.72,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7461224489795918,,0.72,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.72,lsqr,,
lda,bootstrap_10,,0.7157142857142856,0.7134778406982976,0.7576851858030274,10.0,0.72,lsqr,,
lda,bootstrap_50,,0.7277142857142858,0.7396846850876492,0.7809654730846175,50.0,0.72,lsqr,,
lda,bootstrap_100,,0.7180000000000001,0.722480874248616,0.7797272602288478,100.0,0.72,lsqr,,
lda,bootstrap_500,,0.7124285714285713,0.7171169124284761,0.7765715197556544,500.0,0.72,lsqr,,
lda,bootstrap_1000,,0.7147571428571428,0.7181544220846477,0.7787929041255871,1000.0,0.72,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.73,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7461224489795917,,0.73,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.73,lsqr,,
lda,bootstrap_10,,0.7200000000000001,0.6986259720917245,0.7969196037017624,10.0,0.73,lsqr,,
lda,bootstrap_50,,0.7188571428571429,0.7159970321042902,0.7886067779697538,50.0,0.73,lsqr,,
lda,bootstrap_100,,0.7251428571428573,0.7256709815434257,0.7896998318200662,100.0,0.73,lsqr,,
lda,bootstrap_500,,0.7134857142857143,0.7123138480205612,0.7735322823418881,500.0,0.73,lsqr,,
lda,bootstrap_1000,,0.7151,0.719351938372339,0.7752734831439031,1000.0,0.73,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.74,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7461224489795917,,0.74,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.74,lsqr,,
lda,bootstrap_10,,0.73,0.7199197811909215,0.7974273018521698,10.0,0.74,lsqr,,
lda,bootstrap_50,,0.7182857142857142,0.7258366541608297,0.7858880810767717,50.0,0.74,lsqr,,
lda,bootstrap_100,,0.7134285714285714,0.7116032157562919,0.7772280106088981,100.0,0.74,lsqr,,
lda,bootstrap_500,,0.7128,0.71420199485387,0.7754383311185166,500.0,0.74,lsqr,,
lda,bootstrap_1000,,0.7127428571428571,0.7115228300130824,0.7760403155341685,1000.0,0.74,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.75,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.746938775510204,,0.75,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.75,lsqr,,
lda,bootstrap_10,,0.7128571428571429,0.7036614168879314,0.8071617988139769,10.0,0.75,lsqr,,
lda,bootstrap_50,,0.7140000000000001,0.7129837355313435,0.7862670952162257,50.0,0.75,lsqr,,
lda,bootstrap_100,,0.7130000000000001,0.7183137484184229,0.7738708501801885,100.0,0.75,lsqr,,
lda,bootstrap_500,,0.7180857142857143,0.7195501648086019,0.7798162693580332,500.0,0.75,lsqr,,
lda,bootstrap_1000,,0.7151285714285713,0.7153656861748855,0.7782117264677237,1000.0,0.75,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.76,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.746938775510204,,0.76,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.76,lsqr,,
lda,bootstrap_10,,0.7228571428571428,0.7208944139964005,0.7839358826167082,10.0,0.76,lsqr,,
lda,bootstrap_50,,0.7177142857142857,0.7257208433770832,0.7803115225173713,50.0,0.76,lsqr,,
lda,bootstrap_100,,0.7097142857142857,0.7166617139083542,0.774024923277938,100.0,0.76,lsqr,,
lda,bootstrap_500,,0.7157428571428571,0.7215264227844638,0.7754622476622333,500.0,0.76,lsqr,,
lda,bootstrap_1000,,0.7150571428571428,0.7194133421985737,0.7775206674214634,1000.0,0.76,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.77,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.746938775510204,,0.77,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.77,lsqr,,
lda,bootstrap_10,,0.7271428571428571,0.7175167220422736,0.7857810657541441,10.0,0.77,lsqr,,
lda,bootstrap_50,,0.7222857142857141,0.7241013428455224,0.7690190318851708,50.0,0.77,lsqr,,
lda,bootstrap_100,,0.7152857142857141,0.7155365549902756,0.7754876562183831,100.0,0.77,lsqr,,
lda,bootstrap_500,,0.7174857142857143,0.7209501799750168,0.7794426833345139,500.0,0.77,lsqr,,
lda,bootstrap_1000,,0.7164999999999999,0.7175901310918725,0.7796375855630359,1000.0,0.77,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.78,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.746938775510204,,0.78,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.78,lsqr,,
lda,bootstrap_10,,0.7028571428571428,0.7187789518968463,0.7522053226595874,10.0,0.78,lsqr,,
lda,bootstrap_50,,0.7077142857142859,0.7115687564659882,0.7749256018668121,50.0,0.78,lsqr,,
lda,bootstrap_100,,0.7122857142857143,0.7165680015847036,0.775416177108547,100.0,0.78,lsqr,,
lda,bootstrap_500,,0.7137714285714285,0.7164950115160661,0.7763621119509669,500.0,0.78,lsqr,,
lda,bootstrap_1000,,0.7132571428571427,0.7127485314782658,0.7776733374992034,1000.0,0.78,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.79,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.746938775510204,,0.79,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.79,lsqr,,
lda,bootstrap_10,,0.6871428571428572,0.6915606356227728,0.7687931843279276,10.0,0.79,lsqr,,
lda,bootstrap_50,,0.7154285714285716,0.7145938171453174,0.7763124757169603,50.0,0.79,lsqr,,
lda,bootstrap_100,,0.7092857142857142,0.7140760716316494,0.7806345017145901,100.0,0.79,lsqr,,
lda,bootstrap_500,,0.7122571428571427,0.7141273143277727,0.7754186027584283,500.0,0.79,lsqr,,
lda,bootstrap_1000,,0.7136428571428571,0.7150211378050246,0.777156151425456,1000.0,0.79,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.8,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7461224489795918,,0.8,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.8,lsqr,,
lda,bootstrap_10,,0.6785714285714286,0.6903559110904225,0.7567050903294048,10.0,0.8,lsqr,,
lda,bootstrap_50,,0.7120000000000001,0.720132199328171,0.7712737398181685,50.0,0.8,lsqr,,
lda,bootstrap_100,,0.7161428571428572,0.721592717209521,0.7785519808707391,100.0,0.8,lsqr,,
lda,bootstrap_500,,0.7153142857142857,0.7130494430554998,0.7767798163957699,500.0,0.8,lsqr,,
lda,bootstrap_1000,,0.7121857142857142,0.7150177517101892,0.7778199044059579,1000.0,0.8,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.81,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7461224489795918,,0.81,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.81,lsqr,,
lda,bootstrap_10,,0.6985714285714286,0.7071347329561191,0.7821268739225682,10.0,0.81,lsqr,,
lda,bootstrap_50,,0.7160000000000001,0.7165632023559035,0.7737319573449858,50.0,0.81,lsqr,,
lda,bootstrap_100,,0.7127142857142857,0.7196323033436818,0.7696537586866001,100.0,0.81,lsqr,,
lda,bootstrap_500,,0.7112571428571427,0.7124460528825447,0.774464203706992,500.0,0.81,lsqr,,
lda,bootstrap_1000,,0.7121428571428571,0.7133638880860799,0.7744306015678915,1000.0,0.81,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.8200000000000001,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7469387755102039,,0.8200000000000001,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.8200000000000001,lsqr,,
lda,bootstrap_10,,0.7057142857142857,0.703864751678855,0.7895895692209733,10.0,0.8200000000000001,lsqr,,
lda,bootstrap_50,,0.7219999999999999,0.7135166502411139,0.7818939047774701,50.0,0.8200000000000001,lsqr,,
lda,bootstrap_100,,0.7174285714285713,0.7207099333316584,0.7806077265274495,100.0,0.8200000000000001,lsqr,,
lda,bootstrap_500,,0.7121142857142856,0.7138324491041135,0.774029569799679,500.0,0.8200000000000001,lsqr,,
lda,bootstrap_1000,,0.7171714285714286,0.7197726213677785,0.7778181400233621,1000.0,0.8200000000000001,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.8300000000000001,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7461224489795917,,0.8300000000000001,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.8300000000000001,lsqr,,
lda,bootstrap_10,,0.7157142857142857,0.7322582803417484,0.7603006460159821,10.0,0.8300000000000001,lsqr,,
lda,bootstrap_50,,0.7094285714285715,0.7125194076391692,0.7698070382575375,50.0,0.8300000000000001,lsqr,,
lda,bootstrap_100,,0.7124285714285716,0.7126229328293187,0.7714308135756456,100.0,0.8300000000000001,lsqr,,
lda,bootstrap_500,,0.7132571428571427,0.711793650801143,0.7771842665713482,500.0,0.8300000000000001,lsqr,,
lda,bootstrap_1000,,0.7142857142857142,0.7165553357676768,0.7775303150802302,1000.0,0.8300000000000001,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.84,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7461224489795917,,0.84,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.84,lsqr,,
lda,bootstrap_10,,0.7442857142857142,0.7500401748965656,0.7952539525732095,10.0,0.84,lsqr,,
lda,bootstrap_50,,0.7137142857142859,0.7152281015918802,0.7777917955481093,50.0,0.84,lsqr,,
lda,bootstrap_100,,0.7190000000000001,0.7221321013009301,0.7755144220204825,100.0,0.84,lsqr,,
lda,bootstrap_500,,0.7120285714285715,0.7122951269016835,0.7772625955338265,500.0,0.84,lsqr,,
lda,bootstrap_1000,,0.7149857142857142,0.7181816637465621,0.7814452051740017,1000.0,0.84,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.85,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7469387755102039,,0.85,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7693877551020408,,0.85,lsqr,,
lda,bootstrap_10,,0.722857142857143,0.728942081745507,0.7930619177007285,10.0,0.85,lsqr,,
lda,bootstrap_50,,0.71,0.7092339059409025,0.7821016137032467,50.0,0.85,lsqr,,
lda,bootstrap_100,,0.7171428571428571,0.7166434146200399,0.7836011568355107,100.0,0.85,lsqr,,
lda,bootstrap_500,,0.7134000000000001,0.7189437887316046,0.7745258148617398,500.0,0.85,lsqr,,
lda,bootstrap_1000,,0.7131428571428571,0.7159379403478927,0.7773274562835658,1000.0,0.85,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.86,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7469387755102042,,0.86,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7673469387755102,,0.86,lsqr,,
lda,bootstrap_10,,0.6814285714285715,0.66128282382569,0.7433265019209697,10.0,0.86,lsqr,,
lda,bootstrap_50,,0.7031428571428571,0.70426266923842,0.7743146369503607,50.0,0.86,lsqr,,
lda,bootstrap_100,,0.7147142857142857,0.7188405082847804,0.7768556534392396,100.0,0.86,lsqr,,
lda,bootstrap_500,,0.7117714285714285,0.7095182009865703,0.7766607199059467,500.0,0.86,lsqr,,
lda,bootstrap_1000,,0.7104999999999999,0.7111098553354551,0.7775035347933749,1000.0,0.86,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.87,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7469387755102039,,0.87,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7673469387755102,,0.87,lsqr,,
lda,bootstrap_10,,0.7257142857142858,0.7360238089649589,0.8055082003860837,10.0,0.87,lsqr,,
lda,bootstrap_50,,0.7277142857142858,0.7375093600053302,0.7931939714269486,50.0,0.87,lsqr,,
lda,bootstrap_100,,0.7201428571428572,0.7316015454562916,0.778928242006511,100.0,0.87,lsqr,,
lda,bootstrap_500,,0.7126857142857144,0.7149620702208404,0.7759584022526547,500.0,0.87,lsqr,,
lda,bootstrap_1000,,0.7105571428571428,0.7119612641051558,0.7733881533140454,1000.0,0.87,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.88,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7469387755102039,,0.88,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7673469387755102,,0.88,lsqr,,
lda,bootstrap_10,,0.7300000000000001,0.7155631427270034,0.8192814374930304,10.0,0.88,lsqr,,
lda,bootstrap_50,,0.7114285714285714,0.7079766919028192,0.7664044545490024,50.0,0.88,lsqr,,
lda,bootstrap_100,,0.712857142857143,0.7073000614862112,0.7745633859448199,100.0,0.88,lsqr,,
lda,bootstrap_500,,0.7095428571428573,0.7095767265925755,0.7775787667403865,500.0,0.88,lsqr,,
lda,bootstrap_1000,,0.7147857142857142,0.7158177873980965,0.7779794134492319,1000.0,0.88,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.89,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7477551020408162,,0.89,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7673469387755102,,0.89,lsqr,,
lda,bootstrap_10,,0.6857142857142857,0.6822281649454689,0.7692700320509022,10.0,0.89,lsqr,,
lda,bootstrap_50,,0.7111428571428572,0.707483147275348,0.780324118331174,50.0,0.89,lsqr,,
lda,bootstrap_100,,0.7085714285714286,0.7081136979067112,0.7767167456360241,100.0,0.89,lsqr,,
lda,bootstrap_500,,0.7168857142857143,0.7172825637607518,0.7819686518277968,500.0,0.89,lsqr,,
lda,bootstrap_1000,,0.7135714285714285,0.7176423114646243,0.7754205804491893,1000.0,0.89,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.9,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7477551020408164,,0.9,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7673469387755102,,0.9,lsqr,,
lda,bootstrap_10,,0.6971428571428572,0.6992227514245506,0.7568967417068011,10.0,0.9,lsqr,,
lda,bootstrap_50,,0.7197142857142856,0.7222811427563758,0.7868598633075686,50.0,0.9,lsqr,,
lda,bootstrap_100,,0.7174285714285715,0.7125528881715184,0.7879494380210065,100.0,0.9,lsqr,,
lda,bootstrap_500,,0.7118857142857143,0.710503668795458,0.7755769900017101,500.0,0.9,lsqr,,
lda,bootstrap_1000,,0.7129428571428571,0.7136520603026633,0.7818083794594508,1000.0,0.9,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.91,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7477551020408164,,0.91,lsqr,,
lda,5x2-stratified,,0.6785714285714286,0.6712357250592544,0.7673469387755102,,0.91,lsqr,,
lda,bootstrap_10,,0.7085714285714285,0.7118473641912817,0.77734557128093,10.0,0.91,lsqr,,
lda,bootstrap_50,,0.716,0.7171511121163809,0.7805603110967048,50.0,0.91,lsqr,,
lda,bootstrap_100,,0.7135714285714285,0.7189697515355129,0.7787867646837678,100.0,0.91,lsqr,,
lda,bootstrap_500,,0.7094571428571428,0.7093477454638958,0.7756079487665485,500.0,0.91,lsqr,,
lda,bootstrap_1000,,0.7128285714285714,0.7137758299868144,0.7765635037197842,1000.0,0.91,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.92,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7485714285714286,,0.92,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,0.92,lsqr,,
lda,bootstrap_10,,0.7428571428571429,0.7554311770643499,0.8097282266575686,10.0,0.92,lsqr,,
lda,bootstrap_50,,0.7154285714285714,0.7139156216869929,0.7704737215901842,50.0,0.92,lsqr,,
lda,bootstrap_100,,0.6982857142857144,0.7039443078823224,0.7744963038086109,100.0,0.92,lsqr,,
lda,bootstrap_500,,0.7113142857142857,0.7120604163634744,0.777452167704552,500.0,0.92,lsqr,,
lda,bootstrap_1000,,0.7098714285714285,0.711763355352511,0.7755712156020923,1000.0,0.92,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.93,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7485714285714286,,0.93,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,0.93,lsqr,,
lda,bootstrap_10,,0.7171428571428573,0.7051483750725868,0.8102352979788406,10.0,0.93,lsqr,,
lda,bootstrap_50,,0.7145714285714287,0.7170035516178364,0.780812929839646,50.0,0.93,lsqr,,
lda,bootstrap_100,,0.6982857142857144,0.6946670356090546,0.7686513158241965,100.0,0.93,lsqr,,
lda,bootstrap_500,,0.7085999999999999,0.7108450407713272,0.7753505681779665,500.0,0.93,lsqr,,
lda,bootstrap_1000,,0.7097714285714286,0.7094486866204391,0.7747422378628598,1000.0,0.93,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.94,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7493877551020408,,0.94,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,0.94,lsqr,,
lda,bootstrap_10,,0.7185714285714286,0.7268091664369315,0.778946775152976,10.0,0.94,lsqr,,
lda,bootstrap_50,,0.7194285714285715,0.7217006446162705,0.7859727716728034,50.0,0.94,lsqr,,
lda,bootstrap_100,,0.7117142857142857,0.7148875359024123,0.7716803809501032,100.0,0.94,lsqr,,
lda,bootstrap_500,,0.7070285714285715,0.7063060591055514,0.7740920738307618,500.0,0.94,lsqr,,
lda,bootstrap_1000,,0.7119428571428571,0.7129891547759771,0.7788302101085315,1000.0,0.94,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.95,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7493877551020408,,0.95,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,0.95,lsqr,,
lda,bootstrap_10,,0.6985714285714286,0.7011929454597992,0.7828413091603583,10.0,0.95,lsqr,,
lda,bootstrap_50,,0.7145714285714285,0.7219699957053751,0.7739985229364532,50.0,0.95,lsqr,,
lda,bootstrap_100,,0.7048571428571428,0.7046389184159474,0.7757757976740102,100.0,0.95,lsqr,,
lda,bootstrap_500,,0.7113428571428572,0.7089043857957199,0.7732584832019486,500.0,0.95,lsqr,,
lda,bootstrap_1000,,0.7096428571428571,0.7100470244950984,0.7766761784657669,1000.0,0.95,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.96,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7493877551020407,,0.96,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,0.96,lsqr,,
lda,bootstrap_10,,0.7285714285714285,0.7426115240824176,0.7965725700045883,10.0,0.96,lsqr,,
lda,bootstrap_50,,0.7094285714285715,0.7139770714285624,0.7714228758345725,50.0,0.96,lsqr,,
lda,bootstrap_100,,0.7195714285714285,0.7165879150656612,0.7892231451054958,100.0,0.96,lsqr,,
lda,bootstrap_500,,0.7118857142857143,0.7140923584119946,0.7760587642824494,500.0,0.96,lsqr,,
lda,bootstrap_1000,,0.7127571428571429,0.7140058994292335,0.7774766564581773,1000.0,0.96,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.97,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7493877551020407,,0.97,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,0.97,lsqr,,
lda,bootstrap_10,,0.7028571428571428,0.722318531496858,0.7811886945613524,10.0,0.97,lsqr,,
lda,bootstrap_50,,0.7128571428571427,0.7027263448889371,0.7679200516187703,50.0,0.97,lsqr,,
lda,bootstrap_100,,0.7114285714285715,0.7136333508267719,0.7760281247313278,100.0,0.97,lsqr,,
lda,bootstrap_500,,0.712542857142857,0.7122051979698643,0.777658086974846,500.0,0.97,lsqr,,
lda,bootstrap_1000,,0.7092285714285713,0.7096821680957495,0.7769418135756614,1000.0,0.97,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.98,lsqr,,
lda,LOOCV,,0.7,0.704225352112676,0.7493877551020408,,0.98,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,0.98,lsqr,,
lda,bootstrap_10,,0.7371428571428572,0.7506852587710924,0.8088485798174119,10.0,0.98,lsqr,,
lda,bootstrap_50,,0.7171428571428571,0.7191783598660321,0.7753947811227694,50.0,0.98,lsqr,,
lda,bootstrap_100,,0.7092857142857144,0.7083907946836413,0.780169169367642,100.0,0.98,lsqr,,
lda,bootstrap_500,,0.7071714285714286,0.710018100556261,0.7713751666361528,500.0,0.98,lsqr,,
lda,bootstrap_1000,,0.7082,0.7103477077077102,0.7735749281697578,1000.0,0.98,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,0.99,lsqr,,
lda,LOOCV,,0.6714285714285714,0.6666666666666666,0.750204081632653,,0.99,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,0.99,lsqr,,
lda,bootstrap_10,,0.7442857142857143,0.7382553178996343,0.8014501700952952,10.0,0.99,lsqr,,
lda,bootstrap_50,,0.7294285714285713,0.7258750750666024,0.7899074679919079,50.0,0.99,lsqr,,
lda,bootstrap_100,,0.7140000000000001,0.7093785832633912,0.7776935336516386,100.0,0.99,lsqr,,
lda,bootstrap_500,,0.7049428571428572,0.7052274865080291,0.7746527147496768,500.0,0.99,lsqr,,
lda,bootstrap_1000,,0.7077142857142857,0.708744673406517,0.7743445329531625,1000.0,0.99,lsqr,,
lda,10-fold,,0.7,0.682936507936508,0.7666666666666666,,1.0,lsqr,,
lda,LOOCV,,0.6714285714285714,0.6666666666666666,0.750204081632653,,1.0,lsqr,,
lda,5x2-stratified,,0.6714285714285715,0.6638827838827839,0.7673469387755102,,1.0,lsqr,,
lda,bootstrap_10,,0.7071428571428571,0.7029722960968179,0.7615556565690231,10.0,1.0,lsqr,,
lda,bootstrap_50,,0.7148571428571429,0.7124148362298484,0.7832843912600975,50.0,1.0,lsqr,,
lda,bootstrap_100,,0.7104285714285713,0.711543333464282,0.7833017645888378,100.0,1.0,lsqr,,
lda,bootstrap_500,,0.7140285714285713,0.7156724366174335,0.7770760596133247,500.0,1.0,lsqr,,
lda,bootstrap_1000,,0.7085857142857142,0.7073458439532856,0.774604196199248,1000.0,1.0,lsqr,,
kde,10-fold,,0.5571428571428572,0.5199494949494949,,,,,0.01,gaussian
kde,LOOCV,,0.5857142857142857,0.6133333333333333,,,,,0.01,gaussian
kde,5x2-stratified,,0.5142857142857142,0.5054887218045112,,,,,0.01,gaussian
kde,bootstrap_10,,0.9585714285714284,0.959038974350678,0.9939270243104138,10.0,,,0.01,gaussian
kde,bootstrap_50,,0.9597142857142856,0.9589983586705676,0.9945942247469248,50.0,,,0.01,gaussian
kde,bootstrap_100,,0.9672857142857144,0.9666927146418728,0.9961441413577914,100.0,,,0.01,gaussian
kde,bootstrap_500,,0.9638571428571427,0.96335865192864,0.9952806123197576,500.0,,,0.01,gaussian
kde,bootstrap_1000,,0.9632714285714288,0.9629949403658022,0.9952498179662816,1000.0,,,0.01,gaussian
kde,10-fold,,0.5571428571428572,0.319047619047619,,,,,0.01,tophat
kde,LOOCV,,0.5571428571428572,0.3673469387755102,,,,,0.01,tophat
kde,5x2-stratified,,0.5428571428571429,0.286060606060606,,,,,0.01,tophat
kde,bootstrap_10,,0.9614285714285714,0.9609437429855818,0.9946937265879476,10.0,,,0.01,tophat
kde,bootstrap_50,,0.9545714285714284,0.954466051059438,0.9933788736038004,50.0,,,0.01,tophat
kde,bootstrap_100,,0.9642857142857142,0.9633141628922536,0.9955384375557234,100.0,,,0.01,tophat
kde,bootstrap_500,,0.963057142857143,0.9624788548980744,0.9952208636399096,500.0,,,0.01,tophat
kde,bootstrap_1000,,0.9614,0.9608267367069984,0.9948756016413136,1000.0,,,0.01,tophat
kde,10-fold,,0.5571428571428572,0.5199494949494949,,,,,0.02,gaussian
kde,LOOCV,,0.5857142857142857,0.6133333333333333,,,,,0.02,gaussian
kde,5x2-stratified,,0.5142857142857142,0.5054887218045112,,,,,0.02,gaussian
kde,bootstrap_10,,0.9628571428571427,0.9613389939966348,0.9954434023293132,10.0,,,0.02,gaussian
kde,bootstrap_50,,0.9600000000000002,0.959289659040872,0.9945523712685728,50.0,,,0.02,gaussian
kde,bootstrap_100,,0.9607142857142856,0.9598088216554844,0.9949890316252444,100.0,,,0.02,gaussian
kde,bootstrap_500,,0.9608285714285716,0.9601326731293964,0.9948391593487405,500.0,,,0.02,gaussian
kde,bootstrap_1000,,0.9611428571428572,0.960905153375912,0.9948294288789076,1000.0,,,0.02,gaussian
kde,10-fold,,0.5571428571428572,0.319047619047619,,,,,0.02,tophat
kde,LOOCV,,0.5571428571428572,0.3673469387755102,,,,,0.02,tophat
kde,5x2-stratified,,0.5428571428571429,0.286060606060606,,,,,0.02,tophat
kde,bootstrap_10,,0.9614285714285714,0.95806302802042,0.9948096559058636,10.0,,,0.02,tophat
kde,bootstrap_50,,0.9634285714285714,0.9623510684155546,0.995410920772688,50.0,,,0.02,tophat
kde,bootstrap_100,,0.9582857142857142,0.958647201853138,0.9943456347680096,100.0,,,0.02,tophat
kde,bootstrap_500,,0.9626285714285716,0.962343198572594,0.9950924507763068,500.0,,,0.02,tophat
kde,bootstrap_1000,,0.9621428571428572,0.9614829919790084,0.9950643314354108,1000.0,,,0.02,tophat
kde,10-fold,,0.5571428571428572,0.5199494949494949,,,,,0.03,gaussian
kde,LOOCV,,0.5857142857142857,0.6133333333333333,,,,,0.03,gaussian
kde,5x2-stratified,,0.5142857142857142,0.5054887218045112,,,,,0.03,gaussian
kde,bootstrap_10,,0.9771428571428572,0.975840756361746,0.997119360565902,10.0,,,0.03,gaussian
kde,bootstrap_50,,0.9637142857142856,0.9653431148364908,0.9952747603311656,50.0,,,0.03,gaussian
kde,bootstrap_100,,0.9585714285714289,0.9581112429942557,0.994672380334611,100.0,,,0.03,gaussian
kde,bootstrap_500,,0.9613428571428572,0.9609362761315488,0.994785156113104,500.0,,,0.03,gaussian
kde,bootstrap_1000,,0.9621142857142858,0.961642313758866,0.9950405788932776,1000.0,,,0.03,gaussian
kde,10-fold,,0.5571428571428572,0.319047619047619,,,,,0.03,tophat
kde,LOOCV,,0.5571428571428572,0.3673469387755102,,,,,0.03,tophat
kde,5x2-stratified,,0.5428571428571429,0.286060606060606,,,,,0.03,tophat
